year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
2009,,2.8,,3.9,,6.1,,8.7, 10.8, 14.0, 14.9, 15.0, 12.9, 10.9,,8.0,
2010,,1.2,,2.5,,5.0,,8.0, 10.0, 14.2, 15.4, 14.1, 13.0,,9.7,,4.6
2011,,3.1,,6.0,,6.0, 10.9, 11.1, 12.6, 14.1, 14.1, 13.9, 11.7,,9.0,,6.1
2012,,5.4,,4.1,,7.8,,6.5, 10.8, 12.7, 14.1, 15.4, 11.9,,9.0,,6.0
2013,,3.7,,3.0,,2.4,,6.4,,9.2, 12.8, 17.2, 15.5, 13.1, 11.8,,6.1
2014,,5.3,,5.4,,6.8,,9.2, 11.3, 14.1, 16.1, 14.0, 14.1, 11.5,,7.7,
2015,,4.4,,3.5,,5.5,,8.4,,9.8, 13.0, 14.3, 14.4, 11.7, 10.1,,9.0
2016,,5.4,,4.4,,5.2,,6.9, 11.8, 14.5, 15.2, 15.6, 14.6, 10.0,,5.5,
2017,,4.5,,5.6,,7.5,,8.1, 12.4, 14.6, 15.3, 14.5, 12.6, 11.5,,6.7,
2018,,4.8,,2.7,,4.0,,8.6, 11.8, 15.3, 17.2, 15.2, 12.4,,9.5,,7.5
2019,,4.1,,6.4,,7.0,,8.8, 10.2, 13.2, 16.1, 15.9, 13.3,,9.4,,5.9
2020,,5.8,,5.8,,5.9,,9.9, 11.6, 14.0, 14.3, 16.0, 13.0,,9.7,,7.9
2021,,3.3,,4.6,,6.4,,6.2,,9.2, 14.1, 16.5, 14.7, 14.8, 11.4,,7.3
