year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
2007, 18.8, 16.4, 11.6,,4.0, 15.5, 15.0, 18.0, 11.3, 10.0,,8.1, 14.1, 13.6,,51.5,
2008, 20.5,,9.8, 18.3, 15.2,,7.1, 11.8, 13.7, 18.3, 13.1, 16.5, 15.3, 11.3,,43.8,
2009, 15.0, 10.4, 12.0, 10.4, 13.6,,9.1, 19.4, 15.1,,7.4, 14.1, 22.1, 17.2,,36.7,
2010, 13.8, 13.9, 11.6,,8.5,,8.7,,6.7, 14.0, 14.2, 13.7, 13.1, 16.5,,9.6,
2011, 13.1, 16.0,,7.6,,5.3, 14.2, 13.8, 10.7, 14.4, 14.7, 15.8, 12.0, 20.9,,38.7,
2012, 14.5,,8.9,,6.3, 18.8, 10.0, 16.8, 17.0, 16.1, 13.5, 16.3, 16.3, 19.8,,44.2,
2013, 15.7,,8.6, 10.5, 10.3, 13.2,,9.2,,8.5, 11.2, 11.0, 19.2, 13.9, 18.8,,44.1
2014, 23.5, 20.2, 12.4, 11.2, 15.5,,9.5, 10.5, 17.1,,4.8, 18.2, 16.3, 15.6,,62.5,
2015, 18.7, 11.1, 12.8,,8.7, 15.5,,9.2, 16.2, 14.5,,8.5, 10.1, 20.7, 22.2,,45.3
2016, 20.7, 13.8, 12.0, 15.2,,9.4, 14.8, 13.1, 11.4, 13.5,,8.3, 12.8, 11.1,,56.6,
2017, 12.3, 13.9, 14.5,,7.2,,9.8, 13.0, 14.9, 14.8, 18.0, 13.8, 15.4, 17.0,,37.3,
2018, 18.4, 12.6, 16.7, 13.6,,7.8,,4.9,,7.8, 13.4, 12.7, 11.9, 14.7, 15.9,,48.0
2019, 11.0, 10.3, 16.1,,7.8, 10.8, 14.5, 10.9, 15.6, 15.4, 17.3, 17.3, 17.6,,37.3,,34.7
2020, 15.0, 21.4, 11.9,,5.9,,5.4, 15.4, 14.5, 13.7, 10.1, 21.1, 15.0, 20.9,,53.9,
2021, 17.5, 13.3, 11.1,,5.1, 16.8,,6.9, 10.8, 10.1, 10.7, 17.0, 11.8, 17.0,,51.7,
