year,,jan,,feb,,mar,,apr,,may,,jun,,jul,,aug,
1995,,4.6,,5.7,,5.7,,9.9, 12.9, 16.4, 19.2, 20.9, 14.4, 13.3,,8.3,
1996,,4.6,,3.9,,4.6,,9.6, 10.6, 16.3, 17.7, 18.1, 15.3, 12.2,,5.8,
1997,,4.3,,6.6,,9.5, 11.1, 12.7, 14.8, 18.5, 19.6, 15.1, 11.5,,8.6,,6.2
1998,,5.5,,8.9,,8.3,,8.1, 14.0, 14.7, 16.1, 16.6, 15.1,,9.9,,6.8
1999,,5.0,,5.5,,7.9, 10.8, 13.4, 15.1, 18.5, 16.9, 16.4, 11.5,,8.5,,4.2
2000,,6.3,,6.3,,8.9,,8.9, 14.0, 15.0, 16.7, 17.7, 15.0, 11.1,,7.0,
2001,,3.7,,4.6,,5.4,,9.0, 15.3, 14.8, 17.3, 17.3, 13.9, 13.2,,8.8,
2002,,6.4,,6.3,,8.4, 10.8, 13.4, 15.6, 16.6, 18.1, 15.7,,9.7,,8.1,
2003,,5.2,,5.4, 10.1, 12.1, 13.3, 17.4, 19.2, 19.3, 16.1, 10.6,,9.2,,6.0,
2004,,5.5,,6.1,,8.1, 10.9, 14.6, 16.4, 17.0, 18.0, 15.4, 10.6,,8.6,,7.0
2005,,7.1,,5.3,,8.2, 10.2, 12.7, 16.9, 18.1, 17.7, 15.9, 12.4,,7.5,,5.9
2006,,5.5,,5.5,,5.0, 10.0, 13.4, 17.7, 21.4, 17.7, 17.3, 13.1,,8.7,,6.4
2007,,7.2,,6.6,,8.6, 13.7, 12.9, 15.2, 16.8, 16.7, 14.7, 12.8,,8.4,,5.6
2008,,5.9,,7.6,,6.9,,9.4, 14.6, 15.9, 18.0, 16.9, 14.5, 10.4,,7.3,
2009,,4.6,,5.4,,8.7, 11.9, 13.9, 16.4, 18.1, 17.5, 15.5, 11.9,,8.0,,3.3
2010,,2.5,,3.1,,7.4, 11.1, 13.0, 17.5, 17.5, 16.8, 14.7, 10.9,,5.3,,1.0
2011,,4.3,,6.1,,8.1, 14.1, 13.5, 15.3, 17.1, 15.9, 15.5, 12.2, 10.3,,5.6,
2012,,5.5,,7.0, 11.7,,8.3, 12.9, 13.8, 15.8, 17.5, 14.1,,9.4,,7.3,
2013,,4.4,,5.0,,3.5,,8.7, 13.0, 16.3, 20.7, 18.1, 15.0, 12.0,,7.0,
2014,,5.4,,6.1,,8.7, 11.4, 13.8, 17.1, 19.7, 16.1, 16.3, 12.3,,8.8,,5.5
2015,,4.8,,5.7,,7.8, 11.6, 11.9, 15.4, 16.4, 17.2, 14.9, 12.3,,8.6,,8.3
2016,,5.1,,5.1,,8.0,,8.6, 14.1, 15.8, 17.4, 17.5, 16.5, 11.6,,6.1,
2017,,5.8,,6.5,,9.3, 10.8, 15.4, 16.2, 16.9, 17.0, 14.3, 12.8,,6.4,,5.3
2018,,4.3,,3.9,,4.8, 10.1, 15.9, 18.0, 20.3, 17.1, 14.3, 11.5,,8.6,,6.4
2019,,5.0,,8.5,,8.3, 11.2, 12.7, 15.7, 19.1, 17.9, 15.1, 10.1,,5.8,,6.4
2020,,7.2,,5.7,,7.6, 11.8, 15.0, 16.6, 16.6, 17.0, 15.1, 10.8,,9.2,,5.3
2021,,2.6,,4.9,,8.7,,9.7, 11.6, 17.5, 19.6, 17.8, 16.9, 12.1,,8.8,
